id,res_id,utc_timestamp,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_export,DE_KN_residential4_grid_import,DE_KN_residential4_heat_pump,DE_KN_residential4_pv,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine
10471,4,2016-12-19T23:00:00Z,111.615,1206.045,195.278,9364.428,4777.121,3156.231,12094.973,187.871,131.577
10472,4,2016-12-20T00:00:00Z,111.615,1206.045,195.282,9364.428,4778.065,3157.041,12094.973,187.879,131.577
10473,4,2016-12-20T01:00:00Z,111.615,1206.045,195.296,9364.428,4779.028,3157.792,12094.973,187.908,131.577
10474,4,2016-12-20T02:00:00Z,111.615,1206.045,195.312,9364.428,4779.804,3158.348,12094.973,187.908,131.577
10475,4,2016-12-20T03:00:00Z,111.615,1206.045,195.328,9364.428,4780.779,3159.171,12094.973,187.942,131.577
10476,4,2016-12-20T04:00:00Z,111.615,1206.045,195.343,9364.428,4781.796,3160.032,12094.973,187.944,131.577
10477,4,2016-12-20T05:00:00Z,111.615,1206.045,195.352,9364.428,4782.822,3160.766,12094.973,187.944,131.577
10478,4,2016-12-20T06:00:00Z,111.615,1206.045,195.361,9364.428,4783.815,3161.371,12094.973,187.981,131.577
10479,4,2016-12-20T07:00:00Z,111.615,1206.045,195.376,9364.428,4784.867,3162.216,12095.024,187.981,131.577
10480,4,2016-12-20T08:00:00Z,111.615,1206.045,195.391,9364.656,4785.508,3163.072,12095.643,188.014,131.577
10481,4,2016-12-20T09:00:00Z,111.615,1206.045,195.406,9365.173,4785.839,3163.746,12096.648,188.018,131.577
10482,4,2016-12-20T10:00:00Z,111.615,1206.045,195.42,9365.178,4787.088,3166.347,12098.14,188.019,131.577
10483,4,2016-12-20T11:00:00Z,111.615,1206.045,195.422,9366.598,4787.398,3167.092,12100.464,188.054,131.577
10484,4,2016-12-20T12:00:00Z,111.615,1206.045,195.437,9368.082,4787.478,3167.921,12102.924,188.054,131.577
10485,4,2016-12-20T13:00:00Z,111.615,1206.045,195.453,9368.639,4787.907,3168.656,12103.968,188.09,131.577
10486,4,2016-12-20T14:00:00Z,111.615,1206.045,195.468,9368.748,4788.333,3169.198,12104.354,188.09,131.577
10487,4,2016-12-20T15:00:00Z,111.615,1206.045,195.481,9368.748,4789.478,3169.638,12104.383,188.1,131.577
10488,4,2016-12-20T16:00:00Z,111.615,1206.045,195.499,9368.748,4791.105,3170.521,12104.383,188.139,131.577
10489,4,2016-12-20T17:00:00Z,111.615,1206.045,195.502,9368.748,4792.271,3171.431,12104.383,188.139,131.577
10490,4,2016-12-20T18:00:00Z,111.615,1206.045,195.517,9368.748,4793.526,3172.286,12104.383,188.167,131.577
10491,4,2016-12-20T19:00:00Z,111.615,1206.045,195.533,9368.748,4794.893,3173.231,12104.383,188.182,131.577
10492,4,2016-12-20T20:00:00Z,111.615,1206.045,195.548,9368.748,4795.863,3173.756,12104.383,188.182,131.577
10493,4,2016-12-20T21:00:00Z,111.615,1206.045,195.563,9368.748,4797.053,3174.601,12104.383,188.22,131.577
10494,4,2016-12-20T22:00:00Z,111.615,1206.045,195.564,9368.748,4798.213,3175.461,12104.383,188.22,131.577
10495,4,2016-12-20T23:00:00Z,111.615,1206.045,195.579,9368.748,4798.993,3175.976,12104.383,188.245,131.577
10496,4,2016-12-21T00:00:00Z,111.615,1206.045,195.594,9368.748,4800.089,3176.822,12104.383,188.257,131.577
10497,4,2016-12-21T01:00:00Z,111.615,1206.045,195.609,9368.748,4801.144,3177.711,12104.383,188.257,131.577
10498,4,2016-12-21T02:00:00Z,111.615,1206.045,195.624,9368.748,4801.948,3178.201,12104.383,188.295,131.577
10499,4,2016-12-21T03:00:00Z,111.615,1206.045,195.625,9368.748,4803.043,3179.101,12104.383,188.295,131.577
10500,4,2016-12-21T04:00:00Z,111.615,1206.045,195.64,9368.748,4804.062,3179.887,12104.383,188.316,131.577
10501,4,2016-12-21T05:00:00Z,111.615,1206.045,195.655,9368.748,4805.524,3180.501,12104.383,188.332,131.577
10502,4,2016-12-21T06:00:00Z,111.615,1206.045,195.67,9368.748,4807.008,3181.512,12104.383,188.332,131.577
10503,4,2016-12-21T07:00:00Z,111.615,1206.045,195.685,9368.748,4807.958,3182.108,12104.403,188.369,131.577
10504,4,2016-12-21T08:00:00Z,111.615,1206.045,195.69,9368.976,4808.51,3182.646,12104.578,188.369,131.577
10505,4,2016-12-21T09:00:00Z,111.651,1206.045,195.7,9369.27,4809.071,3183.156,12105.126,188.389,131.577
10506,4,2016-12-21T10:00:00Z,112.58,1206.046,195.716,9369.28,4811.591,3185.711,12106.618,188.405,131.58
10507,4,2016-12-21T11:00:00Z,112.582,1206.046,195.732,9373.018,4811.607,3186.391,12108.942,188.405,131.58
10508,4,2016-12-21T12:00:00Z,112.582,1206.046,195.749,9377.337,4811.607,3186.991,12111.403,188.439,131.58
10509,4,2016-12-21T13:00:00Z,112.585,1206.921,195.77,9379.535,4813.254,3188.486,12112.166,188.439,131.582
10510,4,2016-12-21T14:00:00Z,112.585,1206.921,195.778,9380.101,4813.787,3189.171,12112.551,188.439,131.582
10511,4,2016-12-21T15:00:00Z,112.611,1206.921,195.794,9380.101,4814.394,3189.853,12112.581,188.472,131.582
10512,4,2016-12-21T16:00:00Z,113.399,1206.922,195.809,9380.101,4817.003,3191.226,12112.581,188.472,131.584
10513,4,2016-12-21T17:00:00Z,113.402,1206.922,195.825,9380.101,4818.451,3192.336,12112.581,188.497,131.584
10514,4,2016-12-21T18:00:00Z,113.402,1206.922,195.84,9380.101,4819.721,3193.276,12112.581,188.507,131.584
10515,4,2016-12-21T19:00:00Z,113.402,1206.922,195.854,9380.101,4821.159,3194.261,12112.581,188.507,131.584
10516,4,2016-12-21T20:00:00Z,113.402,1206.922,195.856,9380.101,4822.494,3195.346,12112.581,188.545,131.584
10517,4,2016-12-21T21:00:00Z,113.402,1206.922,195.871,9380.101,4823.804,3196.486,12112.581,188.545,131.584
10518,4,2016-12-21T22:00:00Z,113.402,1206.922,195.887,9380.101,4824.844,3197.351,12112.581,188.568,131.584
10519,4,2016-12-21T23:00:00Z,113.402,1206.922,195.904,9380.101,4825.809,3198.166,12112.581,188.581,131.584
10520,4,2016-12-22T00:00:00Z,113.402,1206.922,195.919,9380.101,4827.044,3199.266,12112.581,188.581,131.584
10521,4,2016-12-22T01:00:00Z,113.402,1206.922,195.924,9380.101,4827.899,3199.936,12112.581,188.618,131.584
10522,4,2016-12-22T02:00:00Z,113.402,1206.922,195.936,9380.101,4828.897,3200.761,12112.581,188.618,131.584
10523,4,2016-12-22T03:00:00Z,113.402,1206.922,195.951,9380.101,4830.123,3201.846,12112.581,188.639,131.584
10524,4,2016-12-22T04:00:00Z,113.402,1206.922,195.966,9380.101,4830.972,3202.506,12112.581,188.655,131.584
10525,4,2016-12-22T05:00:00Z,113.402,1206.922,195.981,9380.101,4832.068,3203.351,12112.581,188.655,131.584
10526,4,2016-12-22T06:00:00Z,113.402,1206.922,195.986,9380.101,4833.399,3204.396,12112.581,188.696,131.584
10527,4,2016-12-22T07:00:00Z,113.402,1206.922,195.996,9380.101,4834.184,3205.041,12112.612,188.696,131.584
10528,4,2016-12-22T08:00:00Z,113.402,1206.922,196.012,9380.111,4835.148,3205.996,12112.828,188.712,131.584
10529,4,2016-12-22T09:00:00Z,113.402,1206.922,196.028,9380.213,4835.746,3206.826,12113.473,188.733,131.585
10530,4,2016-12-22T10:00:00Z,113.402,1206.922,196.045,9380.219,4838.006,3209.321,12114.965,188.734,131.585
10531,4,2016-12-22T11:00:00Z,113.402,1206.922,196.061,9380.239,4839.989,3211.155,12116.245,188.771,131.585
10532,4,2016-12-22T12:00:00Z,113.402,1206.922,196.071,9380.249,4841.197,3212.489,12117.552,188.772,131.585
10533,4,2016-12-22T13:00:00Z,113.402,1207.229,196.077,9380.249,4842.349,3213.368,12118.32,188.798,131.586
10534,4,2016-12-22T14:00:00Z,113.402,1207.229,196.092,9380.249,4844.51,3215.613,12118.611,188.809,131.586
10535,4,2016-12-22T15:00:00Z,113.402,1207.229,196.107,9380.249,4845.659,3216.484,12118.63,188.809,131.586
10536,4,2016-12-22T16:00:00Z,113.402,1207.229,196.122,9380.249,4846.994,3217.533,12118.63,188.846,131.586
10537,4,2016-12-22T17:00:00Z,113.402,1207.229,196.137,9380.249,4848.09,3218.533,12118.63,188.846,131.586
10538,4,2016-12-22T18:00:00Z,113.402,1207.229,196.144,9380.249,4849.488,3219.576,12118.63,188.869,131.586
10539,4,2016-12-22T19:00:00Z,113.402,1207.229,196.154,9380.249,4850.96,3220.583,12118.63,188.897,131.586
10540,4,2016-12-22T20:00:00Z,113.402,1207.229,196.169,9380.249,4852.303,3221.588,12118.63,188.897,131.586
10541,4,2016-12-22T21:00:00Z,113.402,1207.229,196.184,9380.249,4853.336,3222.214,12118.63,188.937,131.586
10542,4,2016-12-22T22:00:00Z,113.402,1207.229,196.199,9380.249,4854.59,3223.148,12118.63,188.937,131.586
10543,4,2016-12-22T23:00:00Z,113.402,1207.229,196.213,9380.249,4855.64,3223.984,12118.63,188.949,131.586
10544,4,2016-12-23T00:00:00Z,113.402,1207.229,196.214,9380.249,4856.504,3224.66,12118.63,188.975,131.586
10545,4,2016-12-23T01:00:00Z,113.402,1207.229,196.23,9380.249,4857.679,3225.668,12118.63,188.975,131.586
10546,4,2016-12-23T02:00:00Z,113.402,1207.229,196.246,9380.249,4858.431,3226.234,12118.63,189.014,131.586
10547,4,2016-12-23T03:00:00Z,113.402,1207.229,196.261,9380.249,4859.571,3227.218,12118.63,189.014,131.586
10548,4,2016-12-23T04:00:00Z,113.402,1207.229,196.276,9380.249,4860.445,3227.944,12118.63,189.024,131.586
10549,4,2016-12-23T05:00:00Z,113.402,1207.229,196.285,9380.249,4861.285,3228.588,12118.63,189.051,131.586
10550,4,2016-12-23T06:00:00Z,113.402,1207.229,196.293,9380.249,4862.363,3229.563,12118.63,189.051,131.586
10551,4,2016-12-23T07:00:00Z,113.402,1207.229,196.308,9380.249,4863.115,3230.133,12118.674,189.089,131.586
10552,4,2016-12-23T08:00:00Z,113.404,1207.23,196.325,9380.249,4864.801,3231.043,12118.9,189.089,132.326
10553,4,2016-12-23T09:00:00Z,113.404,1207.231,196.339,9380.295,4865.449,3231.643,12119.245,189.102,132.403
10554,4,2016-12-23T10:00:00Z,113.404,1207.231,196.354,9380.344,4867.629,3233.984,12119.946,189.127,132.492
10555,4,2016-12-23T11:00:00Z,113.406,1207.87,196.367,9380.569,4868.503,3234.683,12120.83,189.127,132.493
10556,4,2016-12-23T12:00:00Z,113.41,1209.111,196.38,9380.569,4871.005,3235.444,12121.605,189.169,132.496
10557,4,2016-12-23T13:00:00Z,113.415,1210.738,196.392,9380.577,4872.907,3235.994,12122.196,189.169,132.499
10558,4,2016-12-23T14:00:00Z,113.415,1211.06,196.408,9380.598,4873.991,3236.754,12122.47,189.194,132.499
10559,4,2016-12-23T15:00:00Z,113.415,1211.06,196.423,9380.598,4874.835,3237.313,12122.49,189.211,132.499
10560,4,2016-12-23T16:00:00Z,113.415,1211.06,196.438,9380.598,4875.925,3238.004,12122.49,189.211,132.499
10561,4,2016-12-23T17:00:00Z,113.415,1211.06,196.453,9380.598,4877.013,3238.693,12122.49,189.254,132.499
10562,4,2016-12-23T18:00:00Z,113.415,1211.06,196.457,9380.598,4877.985,3239.283,12122.49,189.255,132.499
10563,4,2016-12-23T19:00:00Z,113.415,1211.06,196.472,9380.598,4879.072,3240.008,12122.49,189.273,132.499
10564,4,2016-12-23T20:00:00Z,113.415,1211.06,196.488,9380.598,4879.981,3240.508,12122.49,189.297,132.499
10565,4,2016-12-23T21:00:00Z,113.415,1211.06,196.503,9380.598,4881.163,3241.303,12122.49,189.297,132.499
10566,4,2016-12-23T22:00:00Z,113.415,1211.06,196.518,9380.598,4881.937,3241.728,12122.49,189.297,132.499
10567,4,2016-12-23T23:00:00Z,113.415,1211.06,196.533,9380.598,4882.984,3242.524,12122.49,189.336,132.499
10568,4,2016-12-24T00:00:00Z,113.415,1211.06,196.538,9380.598,4883.705,3243.028,12122.49,189.336,132.499
10569,4,2016-12-24T01:00:00Z,113.415,1211.06,196.549,9380.598,4884.585,3243.783,12122.49,189.336,132.499
10570,4,2016-12-24T02:00:00Z,113.415,1211.06,196.564,9380.598,4885.417,3244.403,12122.49,189.374,132.499
10571,4,2016-12-24T03:00:00Z,113.415,1211.06,196.58,9380.598,4886.172,3245.053,12122.49,189.374,132.499
10572,4,2016-12-24T04:00:00Z,113.415,1211.06,196.595,9380.598,4887.036,3245.78,12122.49,189.374,132.499
10573,4,2016-12-24T05:00:00Z,113.415,1211.06,196.598,9380.598,4887.779,3246.323,12122.49,189.412,132.499
10574,4,2016-12-24T06:00:00Z,113.415,1211.06,196.611,9380.598,4888.717,3247.127,12122.49,189.412,132.499
10575,4,2016-12-24T07:00:00Z,113.415,1211.06,196.627,9380.61,4889.439,3247.603,12122.575,189.413,132.499
10576,4,2016-12-24T08:00:00Z,113.415,1211.06,196.643,9380.837,4889.92,3248.413,12123.307,189.454,132.499
10577,4,2016-12-24T09:00:00Z,113.415,1211.06,196.659,9381.03,4890.814,3248.843,12124.16,189.454,132.499
10578,4,2016-12-24T10:00:00Z,113.453,1212.755,196.663,9381.059,4894.823,3251.274,12124.825,189.491,132.502
10579,4,2016-12-24T11:00:00Z,114.115,1214.576,196.677,9381.059,4898.005,3251.803,12125.545,189.507,132.505
10580,4,2016-12-24T12:00:00Z,114.184,1216.192,196.694,9381.069,4900.591,3253.178,12126.281,189.528,132.508
10581,4,2016-12-24T13:00:00Z,114.191,1218.04,196.709,9381.069,4903.594,3254.163,12126.759,189.552,132.511
10582,4,2016-12-24T14:00:00Z,114.195,1219.63,196.726,9381.069,4905.737,3254.623,12126.98,189.552,132.514
10583,4,2016-12-24T15:00:00Z,114.197,1220.26,196.742,9381.069,4907.596,3255.358,12126.99,189.6,132.515
10584,4,2016-12-24T16:00:00Z,114.197,1220.26,196.744,9381.069,4908.952,3255.928,12126.99,189.601,132.515
10585,4,2016-12-24T17:00:00Z,114.197,1220.26,196.758,9381.069,4910.952,3257.643,12126.99,189.62,132.515
10586,4,2016-12-24T18:00:00Z,114.197,1220.26,196.774,9381.069,4911.678,3257.993,12126.99,189.646,132.515
10587,4,2016-12-24T19:00:00Z,114.197,1220.26,196.79,9381.069,4912.637,3258.633,12126.99,189.646,132.515
10588,4,2016-12-24T20:00:00Z,114.197,1220.26,196.805,9381.069,4913.349,3258.984,12126.99,189.687,132.515
10589,4,2016-12-24T21:00:00Z,114.197,1220.26,196.814,9381.069,4914.211,3259.603,12126.99,189.687,132.515
10590,4,2016-12-24T22:00:00Z,114.197,1220.26,196.822,9381.069,4914.949,3259.953,12126.99,189.701,132.515
10591,4,2016-12-24T23:00:00Z,114.197,1220.26,196.839,9381.069,4915.909,3260.573,12126.99,189.726,132.515
10592,4,2016-12-25T00:00:00Z,114.197,1220.26,196.856,9381.069,4916.58,3261.083,12126.99,189.726,132.515
10593,4,2016-12-25T01:00:00Z,114.197,1220.26,196.872,9381.069,4917.262,3261.533,12126.99,189.764,132.515
10594,4,2016-12-25T02:00:00Z,114.197,1220.26,196.888,9381.069,4918.003,3262.158,12126.99,189.764,132.515
10595,4,2016-12-25T03:00:00Z,114.197,1220.26,196.904,9381.069,4918.534,3262.508,12126.99,189.764,132.515
10596,4,2016-12-25T04:00:00Z,114.197,1220.26,196.905,9381.069,4919.324,3263.133,12126.99,189.802,132.515
10597,4,2016-12-25T05:00:00Z,114.197,1220.26,196.921,9381.069,4919.821,3263.473,12126.99,189.802,132.515
10598,4,2016-12-25T06:00:00Z,114.197,1220.26,196.936,9381.069,4921.698,3265.263,12126.99,189.818,132.515
10599,4,2016-12-25T07:00:00Z,114.197,1220.26,196.952,9381.069,4922.502,3265.623,12127.019,189.842,132.515
10600,4,2016-12-25T08:00:00Z,114.197,1220.26,196.968,9381.069,4924.765,3267.343,12127.165,189.843,132.515
10601,4,2016-12-25T09:00:00Z,114.197,1220.26,196.984,9381.082,4926.475,3268.033,12127.594,189.881,132.515
10602,4,2016-12-25T10:00:00Z,114.197,1220.26,196.99,9381.596,4927.192,3268.583,12129.475,189.881,132.515
10603,4,2016-12-25T11:00:00Z,114.197,1220.26,197.001,9382.36,4928.147,3269.518,12131.74,189.93,132.515
10604,4,2016-12-25T12:00:00Z,114.274,1220.26,197.018,9383.039,4929.216,3270.353,12134.2,189.93,132.515
10605,4,2016-12-25T13:00:00Z,114.882,1220.26,197.028,9383.109,4931.005,3270.838,12135.165,189.965,132.517
10606,4,2016-12-25T14:00:00Z,114.882,1220.26,197.043,9383.12,4932.689,3272.228,12135.47,189.982,132.517
10607,4,2016-12-25T15:00:00Z,114.882,1220.26,197.057,9383.12,4933.924,3272.703,12135.499,190.002,132.517
10608,4,2016-12-25T16:00:00Z,114.882,1220.26,197.064,9383.12,4934.894,3273.214,12135.499,190.027,132.517
10609,4,2016-12-25T17:00:00Z,114.882,1220.26,197.074,9383.12,4935.923,3273.823,12135.499,190.047,132.517
10610,4,2016-12-25T18:00:00Z,115.409,1220.26,197.09,9383.12,4938.643,3275.833,12135.499,190.081,132.518
10611,4,2016-12-25T19:00:00Z,115.54,1220.26,197.106,9383.12,4940.121,3276.343,12135.499,190.086,132.518
10612,4,2016-12-25T20:00:00Z,115.54,1220.26,197.123,9383.12,4941.139,3276.883,12135.499,190.126,132.518
10613,4,2016-12-25T21:00:00Z,115.54,1220.26,197.128,9383.12,4942.302,3277.493,12135.499,190.126,132.518
10614,4,2016-12-25T22:00:00Z,115.54,1220.26,197.139,9383.12,4942.971,3277.833,12135.499,190.168,132.518
10615,4,2016-12-25T23:00:00Z,115.54,1220.26,197.156,9383.12,4943.648,3278.444,12135.499,190.168,132.518
10616,4,2016-12-26T00:00:00Z,115.54,1220.26,197.173,9383.12,4944.376,3278.783,12135.499,190.208,132.518
10617,4,2016-12-26T01:00:00Z,115.54,1220.26,197.188,9383.12,4945.136,3279.453,12135.499,190.209,132.518
10618,4,2016-12-26T02:00:00Z,115.54,1220.26,197.2,9383.12,4945.955,3280.113,12135.499,190.228,132.518
10619,4,2016-12-26T03:00:00Z,115.54,1220.26,197.204,9383.12,4946.507,3280.484,12135.499,190.248,132.518
10620,4,2016-12-26T04:00:00Z,115.54,1220.26,197.22,9383.12,4947.325,3281.163,12135.499,190.248,132.518
10621,4,2016-12-26T05:00:00Z,115.54,1220.26,197.237,9383.12,4948.131,3281.778,12135.499,190.286,132.518
10622,4,2016-12-26T06:00:00Z,115.54,1220.26,197.254,9383.12,4949.755,3283.244,12135.509,190.286,132.518
10623,4,2016-12-26T07:00:00Z,115.54,1220.26,197.269,9383.211,4950.262,3283.794,12135.8,190.315,132.518
10624,4,2016-12-26T08:00:00Z,115.54,1220.26,197.27,9383.925,4950.528,3284.49,12137.195,190.324,132.518
10625,4,2016-12-26T09:00:00Z,115.54,1220.26,197.286,9385.195,4951.079,3284.818,12139.509,190.324,132.518
10626,4,2016-12-26T10:00:00Z,115.54,1220.26,197.301,9388.34,4951.079,3285.343,12143.339,190.362,132.518
10627,4,2016-12-26T11:00:00Z,115.54,1220.26,197.317,9392.531,4951.079,3285.843,12148.18,190.362,132.518
10628,4,2016-12-26T12:00:00Z,115.54,1220.26,197.332,9394.995,4951.079,3286.123,12151.13,190.395,132.518
10629,4,2016-12-26T13:00:00Z,115.54,1220.26,197.338,9395.749,4951.389,3286.643,12152.213,190.401,132.518
10630,4,2016-12-26T14:00:00Z,115.54,1220.26,197.348,9397.091,4951.596,3286.933,12153.887,190.403,132.518
10631,4,2016-12-26T15:00:00Z,115.54,1220.26,197.363,9397.098,4952.975,3288.254,12153.929,190.44,132.518
10632,4,2016-12-26T16:00:00Z,115.54,1220.26,197.38,9397.098,4953.669,3288.803,12153.929,190.44,132.518
10633,4,2016-12-26T17:00:00Z,115.54,1220.26,197.395,9397.098,4954.265,3289.183,12153.929,190.472,132.518
10634,4,2016-12-26T18:00:00Z,115.54,1220.26,197.409,9397.098,4954.841,3289.613,12153.929,190.477,132.518
10635,4,2016-12-26T19:00:00Z,115.54,1220.26,197.412,9397.098,4955.481,3290.123,12153.929,190.477,132.518
10636,4,2016-12-26T20:00:00Z,115.54,1220.26,197.427,9397.098,4956.16,3290.643,12153.929,190.514,132.518
10637,4,2016-12-26T21:00:00Z,115.54,1220.26,197.443,9397.098,4956.664,3290.954,12153.929,190.514,132.518
10638,4,2016-12-26T22:00:00Z,115.54,1220.26,197.458,9397.098,4957.323,3291.453,12153.929,190.543,132.518
10639,4,2016-12-26T23:00:00Z,115.54,1220.26,197.475,9397.098,4957.997,3291.964,12153.929,190.551,132.518
10640,4,2016-12-27T00:00:00Z,115.54,1220.26,197.481,9397.098,4958.659,3292.484,12153.929,190.551,132.518
10641,4,2016-12-27T01:00:00Z,115.54,1220.26,197.49,9397.098,4959.336,3292.987,12153.929,190.587,132.518
10642,4,2016-12-27T02:00:00Z,115.54,1220.26,197.506,9397.098,4960.019,3293.558,12153.929,190.587,132.518
10643,4,2016-12-27T03:00:00Z,115.54,1220.26,197.521,9397.098,4960.603,3293.994,12153.929,190.611,132.518
10644,4,2016-12-27T04:00:00Z,115.54,1220.26,197.537,9397.098,4961.399,3294.423,12153.929,190.622,132.518
10645,4,2016-12-27T05:00:00Z,115.54,1220.26,197.552,9397.098,4962.017,3294.973,12153.929,190.622,132.518
10646,4,2016-12-27T06:00:00Z,115.54,1220.26,197.554,9397.098,4963.509,3296.343,12153.929,190.656,132.518
10647,4,2016-12-27T07:00:00Z,115.54,1220.26,197.569,9397.168,4964.123,3297.004,12154.179,190.656,132.518
10648,4,2016-12-27T08:00:00Z,115.54,1220.26,197.585,9398.377,4964.289,3297.563,12155.905,190.674,132.518
10649,4,2016-12-27T09:00:00Z,115.54,1220.26,197.6,9400.884,4964.289,3298.113,12159.18,190.691,132.518
10650,4,2016-12-27T10:00:00Z,115.54,1220.26,197.616,9404.423,4964.289,3298.643,12163.39,190.691,132.518
10651,4,2016-12-27T11:00:00Z,115.54,1220.26,197.62,9409.016,4964.289,3299.123,12168.62,190.727,132.518
10652,4,2016-12-27T12:00:00Z,115.54,1220.26,197.631,9413.966,4964.289,3299.418,12174.14,190.727,132.518
10653,4,2016-12-27T13:00:00Z,115.54,1220.26,197.647,9418.286,4964.289,3299.873,12179.005,190.746,132.518
10654,4,2016-12-27T14:00:00Z,115.54,1220.26,197.662,9419.159,4964.479,3300.343,12180.456,190.78,132.518
10655,4,2016-12-27T15:00:00Z,115.54,1220.26,197.677,9419.159,4965.082,3300.883,12180.531,190.78,132.518
10656,4,2016-12-27T16:00:00Z,115.54,1220.26,197.689,9419.159,4965.718,3301.28,12180.531,190.814,132.518
10657,4,2016-12-27T17:00:00Z,115.54,1220.26,197.693,9419.159,4967.273,3302.763,12180.531,190.816,132.518
10658,4,2016-12-27T18:00:00Z,115.54,1220.26,197.709,9419.159,4967.884,3303.214,12180.531,190.821,132.518
10659,4,2016-12-27T19:00:00Z,115.54,1220.26,197.724,9419.159,4968.599,3303.743,12180.531,190.852,132.518
10660,4,2016-12-27T20:00:00Z,115.54,1220.26,197.739,9419.159,4969.522,3304.358,12180.531,190.852,132.518
10661,4,2016-12-27T21:00:00Z,115.54,1220.26,197.754,9419.159,4970.401,3304.964,12180.531,190.888,132.518
10662,4,2016-12-27T22:00:00Z,115.54,1220.26,197.755,9419.159,4971.561,3305.573,12180.531,190.888,132.518
10663,4,2016-12-27T23:00:00Z,115.54,1220.26,197.769,9419.159,4972.408,3306.194,12180.531,190.912,132.518
10664,4,2016-12-28T00:00:00Z,115.54,1220.26,197.784,9419.159,4973.137,3306.794,12180.531,190.925,132.518
10665,4,2016-12-28T01:00:00Z,115.54,1220.26,197.799,9419.159,4973.976,3307.333,12180.531,190.925,132.518
10666,4,2016-12-28T02:00:00Z,115.54,1220.26,197.814,9419.159,4974.764,3307.867,12180.531,190.959,132.518
10667,4,2016-12-28T03:00:00Z,115.54,1220.26,197.816,9419.159,4975.407,3308.41,12180.531,190.959,132.518
10668,4,2016-12-28T04:00:00Z,115.54,1220.26,197.829,9419.159,4976.149,3309.003,12180.531,190.984,132.518
10669,4,2016-12-28T05:00:00Z,115.54,1220.26,197.844,9419.159,4976.88,3309.603,12180.531,190.993,132.518
10670,4,2016-12-28T06:00:00Z,115.54,1220.26,197.859,9419.159,4977.786,3310.348,12180.531,190.993,132.518
10671,4,2016-12-28T07:00:00Z,115.54,1220.26,197.874,9419.169,4979.346,3311.823,12180.64,191.027,132.518
10672,4,2016-12-28T08:00:00Z,115.54,1220.26,197.875,9419.438,4979.796,3312.423,12181.264,191.027,132.518
10673,4,2016-12-28T09:00:00Z,115.54,1220.26,197.889,9420.075,4980.059,3313.024,12182.427,191.051,132.518
10674,4,2016-12-28T10:00:00Z,115.54,1220.26,197.904,9422.491,4980.146,3313.613,12185.53,191.062,132.518
10675,4,2016-12-28T11:00:00Z,115.54,1220.26,197.919,9426.76,4980.146,3314.143,12190.576,191.062,132.518
10676,4,2016-12-28T12:00:00Z,115.54,1220.26,197.934,9431.097,4980.146,3314.663,12195.655,191.098,132.518
10677,4,2016-12-28T13:00:00Z,115.544,1221.645,197.936,9433.769,4980.146,3315.168,12200.449,191.098,132.52
10678,4,2016-12-28T14:00:00Z,115.546,1222.653,197.95,9434.149,4980.836,3315.666,12201.935,191.131,132.522
10679,4,2016-12-28T15:00:00Z,115.548,1223.205,197.965,9434.149,4982.123,3316.194,12202.04,191.137,132.523
10680,4,2016-12-28T16:00:00Z,115.548,1223.566,197.98,9434.149,4983.422,3316.744,12202.04,191.142,132.523
10681,4,2016-12-28T17:00:00Z,115.548,1223.838,197.995,9434.149,4984.634,3317.46,12202.04,191.173,132.523
10682,4,2016-12-28T18:00:00Z,115.548,1223.95,197.996,9434.149,4986.563,3318.903,12202.04,191.173,132.523
10683,4,2016-12-28T19:00:00Z,115.548,1223.95,198.01,9434.149,4987.982,3319.698,12202.04,191.213,132.523
10684,4,2016-12-28T20:00:00Z,115.548,1223.95,198.026,9434.149,4989.008,3320.328,12202.04,191.213,132.523
10685,4,2016-12-28T21:00:00Z,115.548,1223.95,198.041,9434.149,4989.999,3320.971,12202.04,191.228,132.523
10686,4,2016-12-28T22:00:00Z,115.548,1223.95,198.058,9434.149,4991.08,3321.653,12202.04,191.25,132.523
10687,4,2016-12-28T23:00:00Z,115.548,1223.95,198.059,9434.149,4992.176,3322.508,12202.04,191.25,132.523
10688,4,2016-12-29T00:00:00Z,115.548,1223.95,198.073,9434.149,4993.146,3323.319,12202.04,191.286,132.523
10689,4,2016-12-29T01:00:00Z,115.548,1223.95,198.089,9434.149,4994.092,3324.057,12202.04,191.286,132.523
10690,4,2016-12-29T02:00:00Z,115.548,1223.95,198.105,9434.149,4995.083,3324.758,12202.04,191.312,132.523
10691,4,2016-12-29T03:00:00Z,115.548,1223.95,198.118,9434.149,4995.899,3325.573,12202.04,191.322,132.523
10692,4,2016-12-29T04:00:00Z,115.548,1223.95,198.12,9434.149,4996.793,3326.323,12202.04,191.322,132.523
10693,4,2016-12-29T05:00:00Z,115.548,1223.95,198.135,9434.149,4997.763,3327.143,12202.04,191.357,132.523
10694,4,2016-12-29T06:00:00Z,115.548,1223.95,198.15,9434.149,4999.534,3328.763,12202.04,191.357,132.523
10695,4,2016-12-29T07:00:00Z,115.548,1223.95,198.165,9434.154,5000.576,3329.743,12202.15,191.392,132.523
10696,4,2016-12-29T08:00:00Z,115.548,1223.95,198.175,9434.42,5001.303,3330.663,12202.77,191.392,132.523
10697,4,2016-12-29T09:00:00Z,115.548,1223.95,198.182,9435.829,5001.376,3331.283,12204.907,191.403,132.523
