id,res_id,utc_timestamp,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_export,DE_KN_residential4_grid_import,DE_KN_residential4_heat_pump,DE_KN_residential4_pv,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine
0,4,2015-10-10T16:00:00Z,,,,0.0,0.052,0.01,0.0,,
1,4,2015-10-10T17:00:00Z,,,,0.0,0.875,0.02,0.0,,
2,4,2015-10-10T18:00:00Z,,,,0.0,1.63,0.04,0.0,,
3,4,2015-10-10T19:00:00Z,,,,0.0,1.985,0.05,0.0,,
4,4,2015-10-10T20:00:00Z,,,,0.0,2.312,0.06,0.0,,
5,4,2015-10-10T21:00:00Z,,,,0.0,2.512,0.08,0.0,,
6,4,2015-10-10T22:00:00Z,,,,0.0,2.702,0.09,0.0,,
7,4,2015-10-10T23:00:00Z,,,,0.0,2.852,0.1,0.0,,
8,4,2015-10-11T00:00:00Z,,,,0.0,3.031,0.12,0.0,,
9,4,2015-10-11T01:00:00Z,,,,0.0,3.187,0.13,0.0,,
10,4,2015-10-11T02:00:00Z,,,,0.0,3.344,0.14,0.0,,
11,4,2015-10-11T03:00:00Z,,,,0.0,3.512,0.16,0.0,,
12,4,2015-10-11T04:00:00Z,,,,0.0,3.658,0.17,0.0,,
13,4,2015-10-11T05:00:00Z,,,,0.0,3.842,0.18,0.0,,
14,4,2015-10-11T06:00:00Z,,,,0.084,3.955,0.2,0.205,,
15,4,2015-10-11T07:00:00Z,,,,0.69,3.97,0.21,1.03,,
16,4,2015-10-11T08:00:00Z,,,,1.825,3.97,0.22,2.377,,
17,4,2015-10-11T09:00:00Z,,,,3.036,3.97,0.22,3.771,,
18,4,2015-10-11T10:00:00Z,,,,4.128,4.568,0.24,6.72,,
19,4,2015-10-11T11:00:00Z,,,,4.205,5.142,0.25,8.55,,
20,4,2015-10-11T12:00:00Z,,,,4.21,5.615,0.27,9.895,,
21,4,2015-10-11T13:00:00Z,,,,4.64,5.72,0.28,10.93,,
22,4,2015-10-11T14:00:00Z,,,,5.366,5.72,0.297,11.857,,
23,4,2015-10-11T15:00:00Z,,,,5.61,5.73,0.31,12.238,,
24,4,2015-10-11T16:00:00Z,,,,5.61,5.887,0.32,12.27,,
25,4,2015-10-11T17:00:00Z,,,,5.61,6.109,0.337,12.27,,
26,4,2015-10-11T18:00:00Z,,,,5.61,6.477,0.35,12.27,,
27,4,2015-10-11T19:00:00Z,,,,5.61,6.795,0.36,12.27,,
28,4,2015-10-11T20:00:00Z,,,,5.61,7.096,0.37,12.27,,
29,4,2015-10-11T21:00:00Z,,,,5.61,7.347,0.39,12.27,,
30,4,2015-10-11T22:00:00Z,,,,5.61,7.537,0.4,12.27,,
31,4,2015-10-11T23:00:00Z,,,,5.61,7.746,0.41,12.27,,
32,4,2015-10-12T00:00:00Z,,,,5.61,7.927,0.43,12.27,,
33,4,2015-10-12T01:00:00Z,,,,5.61,8.111,0.44,12.27,,
34,4,2015-10-12T02:00:00Z,,,,5.61,8.287,0.45,12.27,,
35,4,2015-10-12T03:00:00Z,,,,5.61,8.467,0.47,12.27,,
36,4,2015-10-12T04:00:00Z,,,,5.61,8.795,0.48,12.27,,
37,4,2015-10-12T05:00:00Z,,,,5.61,9.077,0.49,12.27,,
38,4,2015-10-12T06:00:00Z,,,,5.62,9.532,0.51,12.502,,
39,4,2015-10-12T07:00:00Z,,,,6.164,9.91,0.52,13.402,,
40,4,2015-10-12T08:00:00Z,,,,7.448,9.98,0.53,15.71,,
41,4,2015-10-12T09:00:00Z,,,,10.983,9.98,0.58,19.52,,
42,4,2015-10-12T10:00:00Z,,,,16.797,9.98,0.667,25.68,,
43,4,2015-10-12T11:00:00Z,,,,23.426,9.98,0.747,32.52,,
44,4,2015-10-12T12:00:00Z,,,,27.57,9.98,0.83,36.938,,
45,4,2015-10-12T13:00:00Z,,,,31.438,9.98,0.88,41.062,,
46,4,2015-10-12T14:00:00Z,,,,34.96,9.98,0.89,44.756,,
47,4,2015-10-12T15:00:00Z,,,,35.956,9.989,0.91,46.002,,
48,4,2015-10-12T16:00:00Z,,,,36.0,10.114,0.92,46.189,,
49,4,2015-10-12T17:00:00Z,,,,36.0,10.351,0.93,46.189,,
50,4,2015-10-12T18:00:00Z,,,,36.0,10.56,0.95,46.189,,
51,4,2015-10-12T19:00:00Z,,,,36.0,10.784,0.96,46.189,,
52,4,2015-10-12T20:00:00Z,,,,36.0,11.083,0.977,46.189,,
53,4,2015-10-12T21:00:00Z,,,,36.0,11.337,1.01,46.189,,
54,4,2015-10-12T22:00:00Z,,,,36.0,11.52,1.02,46.189,,
55,4,2015-10-12T23:00:00Z,,,,36.0,11.65,1.03,46.189,,
56,4,2015-10-13T00:00:00Z,,,,36.0,11.837,1.03,46.189,,
57,4,2015-10-13T01:00:00Z,,,,36.0,11.979,1.04,46.189,,
58,4,2015-10-13T02:00:00Z,,,,36.0,12.127,1.05,46.189,,
59,4,2015-10-13T03:00:00Z,,,,36.0,12.292,1.06,46.189,,
60,4,2015-10-13T04:00:00Z,,,,36.0,12.567,1.07,46.189,,
61,4,2015-10-13T05:00:00Z,,,,36.0,12.845,1.07,46.189,,
62,4,2015-10-13T06:00:00Z,,,,36.068,12.88,1.08,46.357,,
63,4,2015-10-13T07:00:00Z,,,,36.356,12.88,1.09,46.822,,
64,4,2015-10-13T08:00:00Z,,,,37.178,12.88,1.1,47.784,,
65,4,2015-10-13T09:00:00Z,,,,38.395,12.88,1.1,49.182,,
66,4,2015-10-13T10:00:00Z,,,,39.812,13.002,1.11,51.13,,
67,4,2015-10-13T11:00:00Z,,,,40.595,13.17,1.12,52.215,,
68,4,2015-10-13T12:00:00Z,,,,41.124,13.17,1.13,52.952,,
69,4,2015-10-13T13:00:00Z,,,,41.23,13.71,1.14,53.437,,
70,4,2015-10-13T14:00:00Z,,,,41.31,13.835,1.14,53.767,,
71,4,2015-10-13T15:00:00Z,,,,41.33,14.06,1.15,53.9,,
72,4,2015-10-13T16:00:00Z,0.002,1.043,0.014,41.33,15.979,1.16,53.91,,0.001
73,4,2015-10-13T17:00:00Z,0.004,1.613,0.032,41.33,17.227,1.63,53.91,,0.003
74,4,2015-10-13T18:00:00Z,0.004,1.613,0.058,41.33,17.992,2.16,53.91,,0.003
75,4,2015-10-13T19:00:00Z,0.004,1.613,0.078,41.33,18.693,2.59,53.91,,0.003
76,4,2015-10-13T20:00:00Z,0.004,1.613,0.095,41.33,19.266,2.94,53.91,,0.003
77,4,2015-10-13T21:00:00Z,0.004,1.613,0.124,41.33,19.928,3.376,53.91,,0.003
78,4,2015-10-13T22:00:00Z,0.004,1.613,0.139,41.33,20.446,3.735,53.91,,0.003
79,4,2015-10-13T23:00:00Z,0.004,1.613,0.168,41.33,20.956,4.06,53.91,,0.003
80,4,2015-10-14T00:00:00Z,0.004,1.613,0.184,41.33,21.509,4.497,53.91,,0.003
81,4,2015-10-14T01:00:00Z,0.004,1.613,0.21,41.33,22.466,5.342,53.91,,0.003
82,4,2015-10-14T02:00:00Z,0.004,1.613,0.229,41.33,23.08,5.757,53.91,,0.003
83,4,2015-10-14T03:00:00Z,0.004,1.613,0.251,41.33,23.563,6.11,53.91,,0.003
84,4,2015-10-14T04:00:00Z,0.004,1.613,0.273,41.33,24.377,6.65,53.91,,0.003
85,4,2015-10-14T05:00:00Z,0.004,1.613,0.293,41.33,25.528,7.563,53.917,,0.003
86,4,2015-10-14T06:00:00Z,0.004,1.613,0.316,41.453,26.066,8.15,54.294,,0.003
87,4,2015-10-14T07:00:00Z,0.004,1.613,0.333,41.965,26.21,8.4,55.084,,0.003
88,4,2015-10-14T08:00:00Z,0.004,1.613,0.361,43.287,26.3,8.83,56.929,0.0,0.003
89,4,2015-10-14T09:00:00Z,0.004,1.613,0.375,45.533,26.31,9.247,59.765,0.033,0.003
90,4,2015-10-14T10:00:00Z,0.005,2.218,0.404,47.762,26.729,9.497,63.072,0.034,0.003
91,4,2015-10-14T11:00:00Z,0.01,3.981,0.42,48.858,26.84,9.747,66.262,0.071,0.005
92,4,2015-10-14T12:00:00Z,0.014,5.773,0.444,49.271,26.969,9.99,68.728,0.071,0.007
93,4,2015-10-14T13:00:00Z,0.019,7.571,0.464,49.271,27.798,10.24,70.107,0.093,0.01
94,4,2015-10-14T14:00:00Z,0.022,8.912,0.483,49.271,29.265,11.047,70.97,0.106,0.012
95,4,2015-10-14T15:00:00Z,0.023,9.294,0.513,49.289,29.436,11.05,71.4,0.108,0.012
96,4,2015-10-14T16:00:00Z,0.023,9.294,0.529,49.29,30.196,11.06,71.439,0.144,0.012
97,4,2015-10-14T17:00:00Z,0.023,9.294,0.555,49.29,30.414,11.065,71.439,0.144,0.012
98,4,2015-10-14T18:00:00Z,0.023,9.294,0.573,49.29,30.687,11.07,71.439,0.178,0.012
99,4,2015-10-14T19:00:00Z,0.023,9.294,0.593,49.29,30.925,11.08,71.439,0.178,0.012
100,4,2015-10-14T20:00:00Z,0.023,9.294,0.618,49.29,31.295,11.08,71.439,0.216,0.012
101,4,2015-10-14T21:00:00Z,0.023,9.294,0.634,49.29,31.518,11.09,71.439,0.216,0.012
102,4,2015-10-14T22:00:00Z,0.023,9.294,0.663,49.29,31.705,11.09,71.439,0.229,0.012
103,4,2015-10-14T23:00:00Z,0.023,9.294,0.678,49.29,31.867,11.1,71.439,0.249,0.012
104,4,2015-10-15T00:00:00Z,0.023,9.294,0.705,49.29,32.009,11.11,71.439,0.249,0.012
105,4,2015-10-15T01:00:00Z,0.023,9.294,0.722,49.29,32.179,11.11,71.439,0.281,0.012
106,4,2015-10-15T02:00:00Z,0.023,9.294,0.743,49.29,32.319,11.12,71.439,0.281,0.012
107,4,2015-10-15T03:00:00Z,0.023,9.294,0.766,49.29,32.492,11.12,71.439,0.31,0.012
108,4,2015-10-15T04:00:00Z,0.023,9.294,0.782,49.29,32.725,11.13,71.439,0.312,0.012
109,4,2015-10-15T05:00:00Z,0.023,9.294,0.81,49.29,33.034,11.14,71.439,0.321,0.012
110,4,2015-10-15T06:00:00Z,0.023,9.294,0.826,49.29,33.774,11.77,71.48,0.344,0.012
111,4,2015-10-15T07:00:00Z,0.023,9.294,0.852,49.34,34.26,12.33,71.748,0.344,0.012
112,4,2015-10-15T08:00:00Z,0.023,9.294,0.87,49.605,34.571,12.87,72.395,0.376,0.012
113,4,2015-10-15T09:00:00Z,0.023,9.294,0.89,50.222,34.69,13.167,73.32,0.376,0.012
114,4,2015-10-15T10:00:00Z,0.023,9.294,0.913,50.59,35.215,13.67,74.16,0.4,0.012
115,4,2015-10-15T11:00:00Z,0.031,9.294,0.928,51.157,35.552,14.137,75.163,0.413,0.012
116,4,2015-10-15T12:00:00Z,0.946,9.295,0.956,51.358,36.743,15.19,76.284,0.413,0.015
117,4,2015-10-15T13:00:00Z,0.949,9.296,0.971,51.667,37.068,15.487,76.893,0.446,0.016
118,4,2015-10-15T14:00:00Z,0.949,9.296,0.996,51.86,37.437,15.94,77.328,0.446,0.016
119,4,2015-10-15T15:00:00Z,0.949,9.296,1.015,51.89,37.559,15.95,77.48,0.479,0.016
120,4,2015-10-15T16:00:00Z,0.949,9.296,1.037,51.89,37.814,15.95,77.48,0.479,0.016
121,4,2015-10-15T17:00:00Z,0.949,9.296,1.06,51.89,38.695,16.597,77.48,0.513,0.016
122,4,2015-10-15T18:00:00Z,0.949,9.296,1.077,51.89,39.267,16.882,77.48,0.513,0.016
123,4,2015-10-15T19:00:00Z,0.949,9.296,1.102,51.89,39.949,17.33,77.48,0.529,0.016
124,4,2015-10-15T20:00:00Z,0.949,9.296,1.117,51.89,40.618,17.77,77.48,0.547,0.016
125,4,2015-10-15T21:00:00Z,0.949,9.296,1.144,51.89,41.242,18.22,77.48,0.547,0.016
126,4,2015-10-15T22:00:00Z,0.949,9.296,1.161,51.89,41.737,18.5,77.48,0.579,0.016
127,4,2015-10-15T23:00:00Z,0.949,9.296,1.182,51.89,42.273,18.932,77.48,0.579,0.016
128,4,2015-10-16T00:00:00Z,0.949,9.296,1.204,51.89,42.903,19.39,77.48,0.612,0.016
129,4,2015-10-16T01:00:00Z,0.949,9.296,1.221,51.89,44.013,20.372,77.48,0.612,0.016
130,4,2015-10-16T02:00:00Z,0.949,9.296,1.248,51.89,44.481,20.7,77.48,0.627,0.016
131,4,2015-10-16T03:00:00Z,0.949,9.296,1.263,51.89,45.101,21.172,77.48,0.644,0.016
132,4,2015-10-16T04:00:00Z,0.949,9.296,1.29,51.89,45.815,21.64,77.48,0.644,0.016
133,4,2015-10-16T05:00:00Z,0.949,9.296,1.307,51.89,46.362,21.902,77.48,0.678,0.016
134,4,2015-10-16T06:00:00Z,0.949,9.296,1.327,51.89,46.89,22.35,77.532,0.678,0.016
135,4,2015-10-16T07:00:00Z,0.949,9.296,1.35,51.89,47.38,22.802,77.672,0.71,0.016
136,4,2015-10-16T08:00:00Z,0.949,9.296,1.365,51.98,47.636,23.177,77.983,0.71,0.016
137,4,2015-10-16T09:00:00Z,0.949,9.296,1.392,52.068,47.91,23.522,78.32,0.724,0.016
138,4,2015-10-16T10:00:00Z,0.951,10.213,1.407,52.4,49.176,24.6,79.832,0.742,0.017
139,4,2015-10-16T11:00:00Z,0.955,11.949,1.434,52.649,49.766,24.982,81.889,0.744,0.019
140,4,2015-10-16T12:00:00Z,0.956,12.045,1.45,53.38,49.96,25.272,83.064,0.776,0.019
141,4,2015-10-16T13:00:00Z,0.956,12.045,1.472,54.107,50.173,25.712,84.18,0.776,0.019
142,4,2015-10-16T14:00:00Z,0.956,12.045,1.493,54.29,50.37,25.972,84.632,0.81,0.019
143,4,2015-10-16T15:00:00Z,0.958,13.18,1.509,54.29,51.918,26.42,84.835,0.81,0.02
144,4,2015-10-16T16:00:00Z,0.961,14.312,1.535,54.29,53.555,26.83,84.9,0.843,0.022
145,4,2015-10-16T17:00:00Z,0.961,14.312,1.551,54.29,54.196,27.12,84.9,0.845,0.022
146,4,2015-10-16T18:00:00Z,0.961,14.312,1.575,54.29,54.943,27.56,84.9,0.875,0.022
147,4,2015-10-16T19:00:00Z,0.961,14.312,1.596,54.29,55.596,27.985,84.9,0.891,0.022
148,4,2015-10-16T20:00:00Z,0.961,14.312,1.617,54.29,56.185,28.25,84.9,0.891,0.022
149,4,2015-10-16T21:00:00Z,0.961,14.312,1.639,54.29,56.897,28.68,84.9,0.925,0.022
150,4,2015-10-16T22:00:00Z,0.961,14.312,1.653,54.29,57.493,29.122,84.9,0.925,0.022
151,4,2015-10-16T23:00:00Z,0.961,14.312,1.681,54.29,58.701,30.16,84.9,0.959,0.022
152,4,2015-10-17T00:00:00Z,0.961,14.312,1.697,54.29,59.142,30.47,84.9,0.959,0.022
153,4,2015-10-17T01:00:00Z,0.961,14.312,1.722,54.29,59.784,31.0,84.9,0.98,0.022
154,4,2015-10-17T02:00:00Z,0.961,14.312,1.738,54.29,60.34,31.31,84.9,0.993,0.022
155,4,2015-10-17T03:00:00Z,0.961,14.312,1.756,54.29,60.945,31.84,84.9,0.993,0.022
156,4,2015-10-17T04:00:00Z,0.961,14.312,1.779,54.29,61.642,32.362,84.9,1.027,0.022
157,4,2015-10-17T05:00:00Z,0.961,14.312,1.795,54.29,62.081,32.682,84.9,1.027,0.022
158,4,2015-10-17T06:00:00Z,0.961,14.312,1.821,54.308,62.69,33.16,85.075,1.063,0.022
159,4,2015-10-17T07:00:00Z,0.961,14.312,1.837,54.515,63.6,34.282,85.658,1.063,0.022
160,4,2015-10-17T08:00:00Z,0.961,14.312,1.864,55.09,63.72,34.58,86.573,1.087,0.022
161,4,2015-10-17T09:00:00Z,0.961,14.312,1.885,55.557,64.427,35.02,87.498,1.106,0.022
162,4,2015-10-17T10:00:00Z,0.961,14.312,1.907,56.155,64.907,35.262,88.724,1.106,0.022
163,4,2015-10-17T11:00:00Z,0.962,14.866,1.929,56.78,65.805,36.042,90.015,1.146,0.022
164,4,2015-10-17T12:00:00Z,0.967,16.674,1.946,56.78,67.204,36.66,91.355,1.146,0.024
165,4,2015-10-17T13:00:00Z,0.968,17.157,1.972,57.08,67.81,37.13,92.205,1.184,0.025
166,4,2015-10-17T14:00:00Z,0.968,17.157,1.986,57.098,68.028,37.38,92.393,1.184,0.025
167,4,2015-10-17T15:00:00Z,0.968,17.157,2.014,57.1,68.545,37.812,92.539,1.21,0.025
168,4,2015-10-17T16:00:00Z,0.968,17.157,2.029,57.1,69.053,38.07,92.549,1.221,0.025
169,4,2015-10-17T17:00:00Z,0.968,17.157,2.056,57.1,69.867,38.502,92.549,1.227,0.025
170,4,2015-10-17T18:00:00Z,0.968,17.157,2.071,57.1,70.442,38.76,92.549,1.262,0.025
171,4,2015-10-17T19:00:00Z,0.968,17.157,2.097,57.1,71.135,39.19,92.549,1.262,0.025
172,4,2015-10-17T20:00:00Z,0.968,17.157,2.112,57.1,71.747,39.487,92.549,1.299,0.025
173,4,2015-10-17T21:00:00Z,0.968,17.157,2.137,57.1,72.283,39.88,92.549,1.299,0.025
174,4,2015-10-17T22:00:00Z,0.968,17.157,2.154,57.1,72.775,40.312,92.549,1.321,0.025
175,4,2015-10-17T23:00:00Z,0.968,17.157,2.176,57.1,74.067,41.36,92.549,1.334,0.025
176,4,2015-10-18T00:00:00Z,0.968,17.157,2.197,57.1,74.503,41.662,92.549,1.334,0.025
177,4,2015-10-18T01:00:00Z,0.968,17.157,2.213,57.1,74.998,41.967,92.549,1.369,0.025
178,4,2015-10-18T02:00:00Z,0.968,17.157,2.239,57.1,75.513,42.372,92.549,1.369,0.025
179,4,2015-10-18T03:00:00Z,0.968,17.157,2.254,57.1,76.111,42.82,92.549,1.401,0.025
180,4,2015-10-18T04:00:00Z,0.968,17.157,2.281,57.1,76.523,43.08,92.549,1.403,0.025
181,4,2015-10-18T05:00:00Z,0.968,17.157,2.295,57.1,77.097,43.52,92.549,1.41,0.025
182,4,2015-10-18T06:00:00Z,0.968,17.157,2.321,57.107,77.544,43.962,92.643,1.437,0.025
183,4,2015-10-18T07:00:00Z,0.968,17.157,2.337,57.165,77.92,44.22,92.898,1.437,0.025
184,4,2015-10-18T08:00:00Z,1.41,17.157,2.358,57.25,78.553,44.66,93.335,1.472,0.026
185,4,2015-10-18T09:00:00Z,1.848,17.157,2.378,57.286,80.2,45.942,93.726,1.472,0.028
186,4,2015-10-18T10:00:00Z,1.848,17.157,2.397,57.44,80.404,46.232,94.134,1.496,0.028
187,4,2015-10-18T11:00:00Z,1.85,18.154,2.42,57.51,81.537,46.49,94.925,1.508,0.029
188,4,2015-10-18T12:00:00Z,1.855,19.944,2.435,57.55,83.023,47.6,96.819,1.515,0.031
189,4,2015-10-18T13:00:00Z,1.859,21.524,2.462,57.98,83.692,47.882,98.642,1.543,0.033
190,4,2015-10-18T14:00:00Z,1.863,23.306,2.477,57.98,85.379,48.28,99.202,1.543,0.035
191,4,2015-10-18T15:00:00Z,1.867,24.974,2.503,57.98,87.407,48.56,99.49,1.578,0.037
192,4,2015-10-18T16:00:00Z,1.869,25.687,2.517,57.98,89.073,48.942,99.51,1.578,0.038
193,4,2015-10-18T17:00:00Z,1.869,25.688,2.542,57.98,90.478,50.142,99.51,1.617,0.038
194,4,2015-10-18T18:00:00Z,1.869,25.688,2.559,57.98,91.342,50.452,99.51,1.617,0.038
195,4,2015-10-18T19:00:00Z,1.869,25.688,2.582,57.98,91.902,50.702,99.51,1.655,0.038
196,4,2015-10-18T20:00:00Z,1.869,25.688,2.601,57.98,92.541,51.13,99.51,1.655,0.038
197,4,2015-10-18T21:00:00Z,1.869,25.688,2.62,57.98,92.961,51.382,99.51,1.692,0.038
198,4,2015-10-18T22:00:00Z,1.869,25.688,2.643,57.98,93.543,51.82,99.51,1.692,0.038
199,4,2015-10-18T23:00:00Z,1.869,25.688,2.658,57.98,94.087,52.227,99.51,1.719,0.038
200,4,2015-10-19T00:00:00Z,1.869,25.688,2.684,57.98,94.54,52.51,99.51,1.728,0.038
201,4,2015-10-19T01:00:00Z,1.869,25.688,2.699,57.98,95.085,52.94,99.51,1.741,0.038
202,4,2015-10-19T02:00:00Z,1.869,25.688,2.726,57.98,95.59,53.247,99.51,1.763,0.038
203,4,2015-10-19T03:00:00Z,1.869,25.688,2.74,57.98,96.093,53.632,99.51,1.763,0.038
204,4,2015-10-19T04:00:00Z,1.869,25.688,2.766,57.98,96.839,54.07,99.51,1.797,0.038
205,4,2015-10-19T05:00:00Z,1.869,25.688,2.789,57.98,98.721,55.572,99.51,1.797,0.038
206,4,2015-10-19T06:00:00Z,1.869,25.688,2.822,57.98,99.191,55.89,99.583,1.831,0.038
207,4,2015-10-19T07:00:00Z,1.869,25.688,2.85,58.455,99.41,56.34,100.387,1.831,0.038
208,4,2015-10-19T08:00:00Z,1.869,25.688,2.871,60.57,99.46,56.6,102.885,1.858,0.038
209,4,2015-10-19T09:00:00Z,1.869,25.688,2.906,63.684,99.491,57.02,106.51,1.865,0.038
210,4,2015-10-19T10:00:00Z,1.869,25.688,2.931,65.38,99.56,57.262,108.782,1.882,0.038
211,4,2015-10-19T11:00:00Z,1.869,25.688,2.956,70.71,99.565,57.517,114.765,1.901,0.038
212,4,2015-10-19T12:00:00Z,1.869,25.688,2.992,71.994,99.613,57.765,116.282,1.901,0.038
213,4,2015-10-19T13:00:00Z,1.869,25.688,3.013,72.665,99.82,58.192,117.357,1.936,0.038
214,4,2015-10-19T14:00:00Z,1.869,25.689,3.042,74.692,99.84,58.44,119.812,1.936,0.038
215,4,2015-10-19T15:00:00Z,1.869,25.689,3.07,75.58,100.274,58.7,120.964,1.974,0.038
216,4,2015-10-19T16:00:00Z,1.869,25.689,3.09,75.58,101.912,59.67,121.029,1.976,0.038
217,4,2015-10-19T17:00:00Z,1.869,25.689,3.123,75.58,102.255,59.7,121.029,1.996,0.038
218,4,2015-10-19T18:00:00Z,1.869,25.689,3.142,75.58,102.574,59.7,121.029,2.012,0.038
219,4,2015-10-19T19:00:00Z,1.869,25.689,3.166,75.58,103.025,59.71,121.029,2.018,0.038
220,4,2015-10-19T20:00:00Z,1.869,25.689,3.189,75.58,103.367,59.71,121.029,2.047,0.038
221,4,2015-10-19T21:00:00Z,1.869,25.689,3.207,75.58,103.533,59.72,121.029,2.047,0.038
222,4,2015-10-19T22:00:00Z,1.869,25.689,3.234,75.58,103.73,59.72,121.029,2.08,0.038
223,4,2015-10-19T23:00:00Z,1.869,25.689,3.25,75.58,103.861,59.73,121.029,2.08,0.038
224,4,2015-10-20T00:00:00Z,1.869,25.689,3.278,75.58,104.033,59.74,121.029,2.103,0.038
225,4,2015-10-20T01:00:00Z,1.869,25.689,3.292,75.58,104.181,59.74,121.029,2.113,0.038
226,4,2015-10-20T02:00:00Z,1.869,25.689,3.319,75.58,104.332,59.75,121.029,2.113,0.038
227,4,2015-10-20T03:00:00Z,1.869,25.689,3.335,75.58,104.512,59.75,121.029,2.146,0.038
228,4,2015-10-20T04:00:00Z,1.869,25.689,3.358,75.58,104.664,59.76,121.029,2.146,0.038
229,4,2015-10-20T05:00:00Z,1.869,25.845,3.376,75.58,105.195,59.79,121.029,2.176,0.038
230,4,2015-10-20T06:00:00Z,1.873,27.612,3.397,75.58,106.877,59.86,121.318,2.176,0.04
231,4,2015-10-20T07:00:00Z,1.878,29.356,3.418,75.58,109.233,61.12,122.095,2.185,0.043
232,4,2015-10-20T08:00:00Z,1.88,30.261,3.434,76.365,109.3,61.475,124.222,2.207,0.043
233,4,2015-10-20T09:00:00Z,1.88,30.42,3.459,77.912,109.32,61.94,126.692,2.208,0.043
234,4,2015-10-20T10:00:00Z,1.88,30.421,3.474,82.6,109.32,62.217,131.867,2.24,0.043
235,4,2015-10-20T11:00:00Z,1.918,30.422,3.502,88.715,109.32,62.61,138.787,2.24,0.043
236,4,2015-10-20T12:00:00Z,2.757,30.422,3.516,94.084,109.32,62.862,145.465,2.275,0.046
237,4,2015-10-20T13:00:00Z,2.758,30.423,3.543,99.486,109.32,63.12,151.23,2.275,0.046
238,4,2015-10-20T14:00:00Z,2.758,30.423,3.558,103.322,109.32,63.37,155.592,2.293,0.046
239,4,2015-10-20T15:00:00Z,2.758,30.423,3.582,104.562,109.32,63.38,157.032,2.311,0.046
240,4,2015-10-20T16:00:00Z,2.76,31.334,3.6,104.57,110.395,63.38,157.061,2.313,0.047
241,4,2015-10-20T17:00:00Z,2.76,31.334,3.621,104.57,110.632,63.39,157.061,2.36,0.047
242,4,2015-10-20T18:00:00Z,2.76,31.334,3.642,104.57,110.912,63.39,157.061,2.361,0.047
243,4,2015-10-20T19:00:00Z,2.76,31.334,3.661,104.57,111.239,63.4,157.061,2.396,0.047
244,4,2015-10-20T20:00:00Z,2.76,31.334,3.685,104.57,111.457,63.41,157.061,2.396,0.047
245,4,2015-10-20T21:00:00Z,2.76,31.334,3.699,104.57,111.642,63.41,157.061,2.419,0.047
246,4,2015-10-20T22:00:00Z,2.76,31.334,3.725,104.57,111.799,63.42,157.061,2.43,0.047
247,4,2015-10-20T23:00:00Z,2.76,31.334,3.74,104.57,111.941,63.42,157.061,2.433,0.047
248,4,2015-10-21T00:00:00Z,2.76,31.334,3.767,104.57,112.122,63.43,157.061,2.463,0.047
249,4,2015-10-21T01:00:00Z,2.76,31.334,3.782,104.57,112.256,63.44,157.061,2.463,0.047
250,4,2015-10-21T02:00:00Z,2.76,31.334,3.806,104.57,112.431,63.44,157.061,2.496,0.047
251,4,2015-10-21T03:00:00Z,2.76,31.334,3.822,104.57,112.564,63.45,157.061,2.496,0.047
252,4,2015-10-21T04:00:00Z,2.76,31.334,3.845,104.57,112.884,63.45,157.061,2.518,0.047
253,4,2015-10-21T05:00:00Z,2.76,31.334,3.863,104.57,113.132,63.46,157.061,2.528,0.047
254,4,2015-10-21T06:00:00Z,2.76,31.334,3.884,104.644,113.196,63.47,157.255,2.528,0.047
255,4,2015-10-21T07:00:00Z,2.76,31.334,3.905,104.837,113.715,64.15,157.748,2.56,0.047
256,4,2015-10-21T08:00:00Z,2.76,31.334,3.92,105.436,113.931,64.477,158.712,2.56,0.047
257,4,2015-10-21T09:00:00Z,2.76,31.334,3.946,106.189,114.21,64.84,159.918,2.597,0.047
258,4,2015-10-21T10:00:00Z,2.76,31.334,3.961,107.027,114.591,65.66,161.562,2.597,0.047
259,4,2015-10-21T11:00:00Z,2.76,31.334,3.988,108.675,114.61,65.918,163.76,2.621,0.051
260,4,2015-10-21T12:00:00Z,2.762,31.335,4.002,109.559,114.83,66.162,165.467,2.63,0.685
261,4,2015-10-21T13:00:00Z,2.762,31.335,4.029,110.83,114.83,66.41,167.257,2.638,0.775
262,4,2015-10-21T14:00:00Z,2.762,31.335,4.043,112.677,114.84,66.66,169.667,2.663,0.802
263,4,2015-10-21T15:00:00Z,2.762,31.335,4.069,113.66,114.847,66.67,170.952,2.663,0.802
264,4,2015-10-21T16:00:00Z,2.762,31.335,4.083,113.66,115.097,66.67,171.0,2.696,0.802
265,4,2015-10-21T17:00:00Z,2.762,31.335,4.108,113.66,115.393,66.68,171.0,2.696,0.802
266,4,2015-10-21T18:00:00Z,2.762,31.335,4.125,113.66,115.757,66.68,171.0,2.729,0.802
267,4,2015-10-21T19:00:00Z,2.762,31.335,4.147,113.66,116.745,67.322,171.0,2.729,0.802
268,4,2015-10-21T20:00:00Z,2.762,31.335,4.166,113.66,117.704,67.957,171.0,2.752,0.802
269,4,2015-10-21T21:00:00Z,2.762,31.335,4.182,113.66,118.435,68.49,171.0,2.762,0.802
270,4,2015-10-21T22:00:00Z,2.762,31.335,4.208,113.66,119.18,69.035,171.0,2.765,0.802
271,4,2015-10-21T23:00:00Z,2.762,31.335,4.222,113.66,119.705,69.457,171.0,2.794,0.802
